"","Route","StateNum","matssname","complete","n_missing","prop_missing","n_possible_years","CountryNum","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID"
"165",5,46,"bbs_rtrg_5_46",TRUE,0,0,49,840,"POTOMAC PARK",1,39.6151476,-78.8123259,13,28,1,1
"166",10,46,"bbs_rtrg_10_46",TRUE,0,0,24,840,"SILVER SPG",0,39.0309157,-77.0157189,10,29,1,1
"167",13,46,"bbs_rtrg_13_46",TRUE,0,0,53,840,"WARFIELDSBRG",1,39.516536,-77.0384304,10,29,1,1
"168",14,46,"bbs_rtrg_14_46",TRUE,0,0,52,840,"PLEASANT VAL",1,39.6423121,-77.0236228,10,29,1,1
"169",16,46,"bbs_rtrg_16_46",TRUE,0,0,52,840,"FOWBLESBURG",1,39.5515705,-76.8137896,10,29,1,1
"170",19,46,"bbs_rtrg_19_46",TRUE,0,0,43,840,"UPPER XRDS",0,39.5386386,-76.4856444,10,29,1,1
"171",26,46,"bbs_rtrg_26_46",TRUE,0,0,24,840,"PT REPUBLIC",0,38.5016307,-76.5747889,4,30,1,1
"172",28,46,"bbs_rtrg_28_46",TRUE,0,0,44,840,"LA PLATA",0,38.5584741,-76.972877,4,30,1,1
"173",30,46,"bbs_rtrg_30_46",TRUE,0,0,52,840,"POMONKEY",1,38.6021387,-77.0780349,4,30,1,1
"174",32,46,"bbs_rtrg_32_46",TRUE,0,0,48,840,"THEODORE",1,39.628083,-76.00685,10,29,1,1
"175",47,46,"bbs_rtrg_47_46",TRUE,0,0,53,840,"COKESBURY",1,38.1651924,-75.5797027,4,30,1,1
"176",55,46,"bbs_rtrg_55_46",TRUE,0,0,24,840,"PINEY GROVE",1,39.6919359,-78.4102428,13,28,1,1
"177",102,46,"bbs_rtrg_102_46",TRUE,0,0,26,840,"ACCIDENT",0,39.5399409,-79.1662387,24,28,1,1
"178",123,46,"bbs_rtrg_123_46",TRUE,0,0,37,840,"DAVIDSNVILLE",1,38.9888945,-76.6695275,4,30,1,1
"179",124,46,"bbs_rtrg_124_46",TRUE,0,0,14,840,"NOTTINGHAM",1,38.7166667,-76.8166667,4,30,1,1
"180",18,47,"bbs_rtrg_18_47",TRUE,0,0,47,840,"CUMMINGTON",0,42.4645579,-72.9055765,27,14,1,1
"181",20,47,"bbs_rtrg_20_47",TRUE,0,0,26,840,"CHESHIRE",0,42.5757027,-73.2225169,27,14,1,1
"182",34,49,"bbs_rtrg_34_49",TRUE,0,0,21,840,"BELDING",0,43.1120407,-85.1933829,16,23,1,1
"183",66,49,"bbs_rtrg_66_49",TRUE,0,0,26,840,"S LYONS",0,42.4612927,-83.6658459,16,23,1,1
"184",131,49,"bbs_rtrg_131_49",TRUE,0,0,28,840,"HUNGERFORD",1,43.7069417,-85.4353239,20,23,1,1
"185",134,49,"bbs_rtrg_134_49",TRUE,0,0,15,840,"BELDING 2",1,43.1119365,-85.193661,16,23,1,1
"186",165,49,"bbs_rtrg_165_49",TRUE,0,0,19,840,"LAPEER",1,43.2370751,-83.2549351,16,23,1,1
"187",3,50,"bbs_rtrg_3_50",TRUE,0,0,51,840,"HARTLAND",1,43.8179682,-93.4993444,40,11,1,1
"188",67,50,"bbs_rtrg_67_50",TRUE,0,0,25,840,"MAHTOWA",1,46.5918377,-92.7409299,28,12,1,1
"189",72,50,"bbs_rtrg_72_50",TRUE,0,0,26,840,"JORDAN",1,47.5532344,-91.342574,28,12,1,1
"190",76,50,"bbs_rtrg_76_50",TRUE,0,0,12,840,"BAGLEY",0,47.4325657,-95.5935279,20,12,1,1
"191",4,51,"bbs_rtrg_4_51",TRUE,0,0,28,840,"COMMERCE",0,34.8108067,-90.4443729,5,26,1,1
"192",113,51,"bbs_rtrg_113_51",TRUE,0,0,30,840,"EMBRY",1,33.5589457,-89.3902589,4,27,1,1
"193",11,52,"bbs_rtrg_11_52",TRUE,0,0,47,840,"WESCO",1,37.9039787,-91.4239279,19,24,1,1
"194",17,52,"bbs_rtrg_17_52",TRUE,0,0,11,840,"WASHINGTON",0,38.5176867,-90.9840159,19,22,1,1
"195",22,52,"bbs_rtrg_22_52",TRUE,0,0,18,840,"COLE CAMP",0,38.4465267,-93.2213989,33,24,1,1
"196",52,52,"bbs_rtrg_52_52",TRUE,0,0,23,840,"WILLIAMSVILL",1,36.9623781,-90.5490559,19,24,1,1
"197",54,52,"bbs_rtrg_54_52",TRUE,0,0,25,840,"HILDA",1,36.6429207,-92.9744729,19,24,1,1
"198",56,52,"bbs_rtrg_56_52",TRUE,0,0,23,840,"WHITEWATER",1,37.2408609,-89.8075467,19,24,1,1
"199",66,52,"bbs_rtrg_66_52",TRUE,0,0,25,840,"LACLEDE",1,39.7948327,-93.1267409,32,22,1,1
"200",68,52,"bbs_rtrg_68_52",TRUE,0,0,25,840,"KIRKSVILLE",1,40.1681387,-92.5154419,32,22,1,1
"201",131,52,"bbs_rtrg_131_52",TRUE,0,0,33,840,"CAMERON",1,39.7131417,-94.0662299,32,22,1,1
"202",217,52,"bbs_rtrg_217_52",TRUE,0,0,10,840,"UNION",0,38.4856457,-90.9431079,19,22,1,1
"203",2,53,"bbs_rtrg_2_53",TRUE,0,0,51,840,"KALISPELL",1,48.1080187,-114.4619289,65,10,1,1
"204",38,53,"bbs_rtrg_38_53",TRUE,0,0,10,840,"WILLOW CREEK",0,45.9146442,-111.7636564,65,10,1,1
"205",40,54,"bbs_rtrg_40_54",TRUE,0,0,32,840,"MURRAY LAKE",1,41.6980247,-103.9868089,36,18,1,1
"206",19,55,"bbs_rtrg_19_55",TRUE,0,0,14,840,"GARDNERVILLE",0,39.0037402,-119.8462197,88,9,1,1
"207",1,58,"bbs_rtrg_1_58",TRUE,0,0,53,840,"PETERBOROUGH",1,42.9015085,-71.8661202,27,14,1,1
"208",2,58,"bbs_rtrg_2_58",TRUE,0,0,33,840,"BRENTWOOD",0,42.9514077,-71.0690899,12,30,1,1
"209",16,58,"bbs_rtrg_16_58",TRUE,0,0,10,840,"CRAWFORD NOT",0,44.1166667,-71.35,28,14,1,1
"210",102,58,"bbs_rtrg_102_58",TRUE,0,0,20,840,"EAST KINGSTON",1,42.9513695,-71.0680056,12,30,1,1
"211",15,59,"bbs_rtrg_15_59",TRUE,0,0,14,840,"ROBBINSVILLE",0,40.1964127,-74.5975039,4,30,1,1
"212",104,59,"bbs_rtrg_104_59",TRUE,0,0,22,840,"PEDRICKTOWN",0,39.6959057,-75.4681439,4,30,1,1
"213",114,59,"bbs_rtrg_114_59",TRUE,0,0,11,840,"CROTON 2",1,40.51139,-74.924025,10,29,1,1
"214",51,60,"bbs_rtrg_51_60",TRUE,0,0,24,840,"SHIPROCK",1,36.6069631,-108.9214683,87,16,1,1
"215",69,60,"bbs_rtrg_69_60",TRUE,0,0,26,840,"RESERVE",1,33.644134,-108.7910908,84,34,1,1
"216",71,60,"bbs_rtrg_71_60",TRUE,0,0,27,840,"LABORCITA",1,33.7152917,-106.9502237,56,35,1,1
"217",73,60,"bbs_rtrg_73_60",TRUE,0,0,25,840,"BITTER LAKE",1,33.5037118,-104.475157,56,35,1,1
"218",81,60,"bbs_rtrg_81_60",TRUE,0,0,27,840,"HATCHET PEAK",1,31.9176187,-108.3188559,56,35,1,1
"219",82,60,"bbs_rtrg_82_60",TRUE,0,0,27,840,"COLUMBUS",1,31.8359947,-107.5695189,56,35,1,1
"220",154,60,"bbs_rtrg_154_60",TRUE,0,0,14,840,"Angel Fire 2",1,36.3350337,-105.29169,62,16,1,1
"221",155,60,"bbs_rtrg_155_60",TRUE,0,0,23,840,"MAXWELL",1,36.6066007,-104.7260509,87,18,1,1
"222",164,60,"bbs_rtrg_164_60",TRUE,0,0,22,840,"MAGDALENA",1,34.17281,-107.3003133,87,34,1,1
"223",263,60,"bbs_rtrg_263_60",TRUE,0,0,17,840,"SALT LAKE 2",1,34.341296,-108.523606,87,16,1,1
"224",6,61,"bbs_rtrg_6_61",TRUE,0,0,30,840,"BEDFORD",1,41.217092,-73.639499,12,30,1,1
"225",9,61,"bbs_rtrg_9_61",TRUE,0,0,46,840,"HIGHLAND",1,41.749942,-73.989448,13,13,1,1
"226",23,61,"bbs_rtrg_23_61",TRUE,0,0,10,840,"COOPERSTOWN",0,42.6609927,-74.8633269,24,28,1,1
"227",47,61,"bbs_rtrg_47_61",TRUE,0,0,52,840,"ORLEANS",1,42.904651,-77.118887,16,13,1,1
"228",65,61,"bbs_rtrg_65_61",TRUE,0,0,53,840,"E YOUNGSTOWN",1,43.2572547,-79.0022969,16,13,1,1
"229",78,61,"bbs_rtrg_78_61",TRUE,0,0,32,840,"N WILMURT",1,43.4738997,-75.0230329,26,13,1,1
"230",106,61,"bbs_rtrg_106_61",TRUE,0,0,28,840,"UNDERWOOD",0,44.1501027,-73.7671769,26,14,1,1
"231",111,61,"bbs_rtrg_111_61",TRUE,0,0,51,840,"S VANDALIA",1,42.084342,-78.584377,24,28,1,1
"232",182,61,"bbs_rtrg_182_61",TRUE,0,0,12,840,"OLD FORGE 2",1,43.679941,-74.966888,26,14,1,1
"233",2,63,"bbs_rtrg_2_63",TRUE,0,0,50,840,"MERRIMON",1,34.95713,-76.65516,3,27,1,1
"234",6,63,"bbs_rtrg_6_63",TRUE,0,0,14,840,"FAIRMONT",0,34.4625247,-79.1965489,4,27,1,1
"235",9,63,"bbs_rtrg_9_63",TRUE,0,0,16,840,"BEARGRASS",0,35.7365247,-76.9799209,3,27,1,1
"236",101,63,"bbs_rtrg_101_63",TRUE,0,0,27,840,"SUPPLY",1,33.9225168,-78.2125169,3,27,1,1
"237",108,63,"bbs_rtrg_108_63",TRUE,0,0,22,840,"REELSBORO",1,35.0476517,-76.9044781,3,27,1,1
"238",202,63,"bbs_rtrg_202_63",TRUE,0,0,24,840,"NEWPORT",1,34.9312881,-76.8406017,3,27,1,1
"239",221,63,"bbs_rtrg_221_63",TRUE,0,0,23,840,"HENDERSONVIL",1,35.2966047,-82.3863829,23,28,1,1
"240",228,63,"bbs_rtrg_228_63",TRUE,0,0,24,840,"TODD",1,36.2714197,-81.5907129,23,28,1,1
"241",304,63,"bbs_rtrg_304_63",TRUE,0,0,18,840,"GUPTON",1,36.176991,-78.2113363,11,29,1,1
"242",308,63,"bbs_rtrg_308_63",TRUE,0,0,18,840,"FRENCH BROAD RIVER",1,35.1436807,-82.8386369,23,28,1,1
"243",311,63,"bbs_rtrg_311_63",TRUE,0,0,25,840,"JONES CORNER",1,35.1020747,-77.1960089,3,27,1,1
"244",312,63,"bbs_rtrg_312_63",TRUE,0,0,17,840,"DUDLEY",1,35.2683392,-78.052876,4,27,1,1
"245",313,63,"bbs_rtrg_313_63",TRUE,0,0,18,840,"CONGLETON",1,35.7523027,-77.2310819,3,27,1,1
"246",29,64,"bbs_rtrg_29_64",TRUE,0,0,14,840,"LARK",0,46.4439717,-101.4143059,39,17,1,1
"247",5,66,"bbs_rtrg_5_66",TRUE,0,0,27,840,"BLOOMVILLE",1,41.0376017,-82.9962929,31,22,1,1
"248",59,66,"bbs_rtrg_59_66",TRUE,0,0,23,840,"DUNLAP",0,39.2921467,-84.6179359,15,22,1,1
"249",61,66,"bbs_rtrg_61_66",TRUE,0,0,31,840,"HARVEYSBURG",0,39.4892987,-84.0114069,15,22,1,1
"250",64,66,"bbs_rtrg_64_66",TRUE,0,0,27,840,"CUBA",1,39.3611652,-83.8637013,15,22,1,1
"251",65,66,"bbs_rtrg_65_66",TRUE,0,0,31,840,"WILMINGTON",0,39.4776857,-83.8167579,31,22,1,1
"252",88,66,"bbs_rtrg_88_66",TRUE,0,0,26,840,"GREASY RIDGE",0,38.6500007,-82.4223789,22,28,1,1
"253",165,66,"bbs_rtrg_165_66",TRUE,0,0,22,840,"PORT WILLIAM",1,39.5569036,-83.8484908,31,22,1,1
"254",166,66,"bbs_rtrg_166_66",TRUE,0,0,16,840,"LONDON",1,39.8496832,-83.4658472,31,22,1,1
"255",11,67,"bbs_rtrg_11_67",TRUE,0,0,51,840,"BARON",1,35.8426817,-94.8876259,19,24,1,1
"256",25,67,"bbs_rtrg_25_67",TRUE,0,0,11,840,"BARNSDALL",0,36.5716557,-96.1208799,33,21,1,1
"257",12,69,"bbs_rtrg_12_69",TRUE,0,0,11,840,"OCHOCO",0,44.4990167,-120.4448399,65,10,1,1
"258",17,69,"bbs_rtrg_17_69",TRUE,0,0,16,840,"HAUSER",0,43.5182617,-124.1974179,93,5,1,1
"259",30,69,"bbs_rtrg_30_69",TRUE,0,0,23,840,"BLITZEN",0,42.9546357,-119.0157629,89,9,1,1
"260",51,69,"bbs_rtrg_51_69",TRUE,0,0,23,840,"CLEARWATER",1,43.2980868,-122.3456805,67,5,1,1
"261",142,69,"bbs_rtrg_142_69",TRUE,0,0,26,840,"NICOLAI MTN.",1,46.0240767,-123.368287,93,5,1,1
"262",155,69,"bbs_rtrg_155_69",TRUE,0,0,13,840,"MALHEUR NWR",1,43.2474197,-118.5824279,89,9,1,1
"263",159,69,"bbs_rtrg_159_69",TRUE,0,0,17,840,"EMIGRANT LAKE 2",1,42.1116865,-122.5366725,93,5,1,1
"264",160,69,"bbs_rtrg_160_69",TRUE,0,0,12,840,"Bly  2",1,42.38999,-121.01745,85,9,1,1
"265",203,69,"bbs_rtrg_203_69",TRUE,0,0,27,840,"BADGER CREEK",1,45.2220066,-121.3798835,67,9,1,1
"266",211,69,"bbs_rtrg_211_69",TRUE,0,0,21,840,"MADRAS",1,44.6282948,-121.0586193,89,10,1,1
"267",237,69,"bbs_rtrg_237_69",TRUE,0,0,26,840,"SALEM",1,44.9709099,-122.9589506,98,5,1,1
"268",238,69,"bbs_rtrg_238_69",TRUE,0,0,20,840,"SISTERS",1,44.3919161,-121.5215586,85,9,1,1
"269",240,69,"bbs_rtrg_240_69",TRUE,0,0,17,840,"MONUMENT",1,44.8230607,-119.4272309,65,10,1,1
"270",243,69,"bbs_rtrg_243_69",TRUE,0,0,26,840,"LORANE",1,43.8371705,-123.2383928,93,5,1,1
"271",251,69,"bbs_rtrg_251_69",TRUE,0,0,26,840,"PROSPECT",1,42.7381828,-122.5754307,93,5,1,1
"272",253,69,"bbs_rtrg_253_69",TRUE,0,0,23,840,"LAKEVIEW",1,42.0624827,-120.1599889,85,9,1,1
"273",61,72,"bbs_rtrg_61_72",TRUE,0,0,31,840,"WILLIAMSBURG",1,40.428119,-78.203532,13,28,1,1
"274",62,72,"bbs_rtrg_62_72",TRUE,0,0,31,840,"GEESEYTOWN",1,40.4467888,-78.339499,13,28,1,1
"275",87,72,"bbs_rtrg_87_72",TRUE,0,0,33,840,"DREHERSVILLE",0,40.6352357,-75.9947369,13,28,1,1
"276",132,72,"bbs_rtrg_132_72",TRUE,0,0,37,840,"ELLENTON",1,41.546735,-76.9628251,24,28,1,1
"277",166,72,"bbs_rtrg_166_72",TRUE,0,0,10,840,"Doylesburg",1,40.238028,-77.668064,13,28,1,1
"278",19,80,"bbs_rtrg_19_80",TRUE,0,0,13,840,"BOILING SPGS",0,35.0827867,-81.9796069,11,29,1,1
"279",51,80,"bbs_rtrg_51_80",TRUE,0,0,21,840,"GREENWOOD",1,34.0395565,-82.0911916,11,29,1,1
"280",55,80,"bbs_rtrg_55_80",TRUE,0,0,21,840,"OLAR",1,33.1451427,-81.0479519,4,27,1,1
"281",10,81,"bbs_rtrg_10_81",TRUE,0,0,52,840,"VOLGA",1,44.2320836,-96.9486732,37,11,1,1
"282",27,81,"bbs_rtrg_27_81",TRUE,0,0,25,840,"ROUBAIX LK",0,44.2081337,-103.6533359,61,17,1,1
"283",702,81,"bbs_rtrg_702_81",TRUE,0,0,11,840,"NORBECK",1,43.8109741,-103.5930217,61,17,1,1
"284",705,81,"bbs_rtrg_705_81",TRUE,0,0,27,840,"HAZELRODT",1,43.7260521,-103.505933,61,17,1,1
"285",16,82,"bbs_rtrg_16_82",TRUE,0,0,51,840,"WRIGLEY",1,35.8791357,-87.3276749,14,24,1,1
"286",30,82,"bbs_rtrg_30_82",TRUE,0,0,15,840,"SODDY",0,35.2998357,-85.1467589,13,28,1,1
"287",35,82,"bbs_rtrg_35_82",TRUE,0,0,25,840,"MCFARLAND",0,35.1735497,-84.3834619,23,28,1,1
"288",114,82,"bbs_rtrg_114_82",TRUE,0,0,15,840,"INDIAN MOUND 2",1,36.5507429,-87.7500558,14,24,1,1
"289",135,82,"bbs_rtrg_135_82",TRUE,0,0,20,840,"HARBUCK",1,35.1013137,-84.3982929,23,28,1,1
"290",39,83,"bbs_rtrg_39_83",TRUE,0,0,13,840,"E GEORGETOWN",0,30.6618397,-97.6537479,8,21,1,1
"291",135,83,"bbs_rtrg_135_83",TRUE,0,0,15,840,"OAK GROVE 2",1,30.7848996,-95.8000355,8,21,1,1
"292",311,83,"bbs_rtrg_311_83",TRUE,0,0,25,840,"PORT ACRES",1,29.9141577,-94.0432501,6,37,1,1
"293",312,83,"bbs_rtrg_312_83",TRUE,0,0,18,840,"MOON LAKE",0,29.1806007,-95.6187829,6,37,1,1
"294",324,83,"bbs_rtrg_324_83",TRUE,0,0,21,840,"CREEDMORE",0,30.0926544,-97.7817189,8,21,1,1
"295",351,83,"bbs_rtrg_351_83",TRUE,0,0,23,840,"CLEBURNE",1,32.3141319,-97.4981958,8,21,1,1
"296",390,83,"bbs_rtrg_390_83",TRUE,0,0,15,840,"MARATHON",1,30.2378528,-103.3781816,81,35,1,1
"297",439,83,"bbs_rtrg_439_83",TRUE,0,0,15,840,"SHIELDS 2",1,31.5930797,-99.4248794,33,19,1,1
"298",108,85,"bbs_rtrg_108_85",TRUE,0,0,27,840,"JENSEN",1,40.3698817,-109.3309479,87,16,1,1
"299",316,85,"bbs_rtrg_316_85",TRUE,0,0,22,840,"BICKNELL",1,38.3096747,-111.5181729,84,16,1,1
"300",321,85,"bbs_rtrg_321_85",TRUE,0,0,21,840,"ESCALANTE",1,37.7695327,-111.6654509,84,16,1,1
"301",16,87,"bbs_rtrg_16_87",TRUE,0,0,19,840,"NEWBURY",0,44.1203267,-72.1451859,28,14,1,1
"302",4,89,"bbs_rtrg_4_89",TRUE,0,0,51,840,"NEWHALEM",1,48.7004247,-121.2122809,67,9,1,1
"303",11,89,"bbs_rtrg_11_89",TRUE,0,0,19,840,"ISSAQUAH",0,47.6639387,-122.0213549,93,5,1,1
"304",42,89,"bbs_rtrg_42_89",TRUE,0,0,12,840,"MENDOTA",0,46.7201597,-122.7944339,93,5,1,1
"305",45,89,"bbs_rtrg_45_89",TRUE,0,0,11,840,"OTHELLO",0,46.9124767,-119.3686529,89,9,1,1
"306",66,89,"bbs_rtrg_66_89",TRUE,0,0,25,840,"BAY VIEW",0,48.5374977,-122.4719929,93,5,1,1
"307",71,89,"bbs_rtrg_71_89",TRUE,0,0,23,840,"NORTHPORT",1,48.8504757,-117.8829919,64,10,1,1
"308",74,89,"bbs_rtrg_74_89",TRUE,0,0,20,840,"L. WENATCHEE",1,47.7443867,-120.6677929,67,9,1,1
"309",75,89,"bbs_rtrg_75_89",TRUE,0,0,26,840,"MOSES COULEE",1,47.6640047,-119.6308899,89,9,1,1
"310",82,89,"bbs_rtrg_82_89",TRUE,0,0,15,840,"MESA",0,46.7665517,-119.0762459,89,9,1,1
"311",152,89,"bbs_rtrg_152_89",TRUE,0,0,19,840,"SULLIVAN LAKE 2",1,48.8474137,-117.1882249,64,10,1,1
"312",164,89,"bbs_rtrg_164_89",TRUE,0,0,24,840,"SULPHUR",1,46.8232937,-118.6507939,89,9,1,1
"313",12,90,"bbs_rtrg_12_90",TRUE,0,0,14,840,"ARLEE",0,38.7324167,-82.0947269,22,28,1,1
"314",40,90,"bbs_rtrg_40_90",TRUE,0,0,22,840,"BERRYBURG",0,39.1833333,-80.0833333,22,28,1,1
"315",49,90,"bbs_rtrg_49_90",TRUE,0,0,22,840,"RIO",0,39.1387147,-78.6699529,13,28,1,1
"316",29,91,"bbs_rtrg_29_91",TRUE,0,0,39,840,"WAUSAUKEE",1,45.4469757,-87.8743129,28,12,1,1
"317",46,91,"bbs_rtrg_46_91",TRUE,0,0,35,840,"OMRO",0,44.0331367,-88.7042539,16,23,1,1
"318",146,91,"bbs_rtrg_146_91",TRUE,0,0,17,840,"Omro 2",1,44.0331367,-88.704253,16,23,1,1
"319",301,91,"bbs_rtrg_301_91",TRUE,0,0,21,840,"AMNICON FALLS",1,46.6330277,-91.9549099,28,12,1,1
"320",303,91,"bbs_rtrg_303_91",TRUE,0,0,21,840,"CONOVER",1,46.0476047,-89.2588499,28,12,1,1
"321",308,91,"bbs_rtrg_308_91",TRUE,0,0,21,840,"CAVOUR",1,45.6577778,-88.8205556,28,12,1,1
"322",314,91,"bbs_rtrg_314_91",TRUE,0,0,21,840,"GRIMMS",1,44.1095107,-87.8918599,16,23,1,1
"323",315,91,"bbs_rtrg_315_91",TRUE,0,0,21,840,"PRAIRIE DU CHIEN",1,43.0674397,-91.0779429,17,23,1,1
"324",320,91,"bbs_rtrg_320_91",TRUE,0,0,21,840,"BELOIT",1,42.5113107,-89.1104419,16,23,1,1
"325",322,91,"bbs_rtrg_322_91",TRUE,0,0,21,840,"HOLLAND",1,44.3429157,-88.0496139,16,23,1,1
"326",5,92,"bbs_rtrg_5_92",TRUE,0,0,45,840,"WYARNO",1,44.7890327,-106.7184519,39,17,1,1
"327",14,92,"bbs_rtrg_14_92",TRUE,0,0,21,840,"REDBIRD",0,43.3370757,-104.4599459,39,17,1,1
"328",48,92,"bbs_rtrg_48_92",TRUE,0,0,11,840,"SEELY",0,44.7921157,-104.6191789,39,17,1,1
